MS SubClass,Lot Frontage,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Cond,Foundation,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Sale Condition_AdjLand,Sale Condition_Alloca,Sale Condition_Family,Sale Condition_Normal,Sale Condition_Partial,Exter Qual_Ord,Kitchen Qual_Ord,Bsmt Qual_Ord,Heating QC_Ord,Garage Qual_Ord,Gr Liv Area_Scaled,Lot Area_Scaled,price_per_sqft,total_bathrooms,qual_x_area,SalePrice_Log,house_age_group
120,48.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,TA,PConc,TA,No,GLQ,24.0,Unf,0.0,1300.0,1324.0,GasA,Y,SBrkr,1324,0,0,0.0,0.0,2,0,2,1,6,Typ,1,Gd,Attchd,2006.0,Fin,2.0,550.0,TA,Y,0,38,0,0,0,0,None,None,None,0,9,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.35187204629861224,-0.49601270123204244,167.1978851963746,2.0,10592,12.307595306034257,Recent
120,48.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,235.0,TA,PConc,TA,No,GLQ,1000.0,Unf,0.0,405.0,1405.0,GasA,Y,SBrkr,1405,0,0,1.0,0.0,2,0,2,1,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,Y,136,36,0,0,0,0,None,None,None,0,3,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,-0.1875402713141587,-0.876533637431422,142.34875444839858,3.0,9835,12.206077645517674,Recent
60,59.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,CBlock,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Y,SBrkr,768,728,0,0.0,0.0,3,0,3,1,7,Typ,0,None,Attchd,2007.0,Unf,2.0,572.0,TA,Y,100,0,0,0,0,0,None,None,None,0,5,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.002920622874834348,0.7186588662889923,121.49398395721926,3.0,8976,12.110420407230512,Recent
60,65.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,Y,SBrkr,768,768,0,0.0,0.0,2,1,3,1,6,Typ,1,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,Y,100,38,0,0,0,0,None,None,None,0,6,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,0.0782308709446489,0.011306238724235085,114.58333333333333,2.5,9216,12.07824495582233,Recent
60,65.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,783.0,783.0,GasA,Y,SBrkr,783,701,0,0.0,0.0,2,1,3,1,8,Typ,1,Gd,Attchd,2005.0,Fin,2.0,393.0,TA,Y,0,72,0,0,0,0,None,None,None,0,7,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.02726607102067932,0.011306238724235085,120.55256064690028,2.5,8904,12.094587859196112,Recent
60,58.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,44.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,608.0,608.0,GasA,Y,SBrkr,608,850,0,0.0,0.0,2,0,3,1,6,Typ,0,None,BuiltIn,2007.0,Fin,2.0,454.0,TA,Y,100,33,0,0,0,0,None,None,None,0,5,2007,New,False,False,False,False,True,False,False,False,False,False,True,3,4,4,5,3,-0.08001454200334342,0.38789250213436155,115.3395061728395,2.0,10206,12.032706865778723,Recent
60,62.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,738.0,738.0,GasA,Y,SBrkr,738,757,0,0.0,0.0,2,1,3,1,7,Typ,1,Gd,Attchd,2006.0,RFn,2.0,440.0,TA,Y,100,30,0,0,0,0,None,None,None,0,3,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.004949410220321429,-0.16385016286187024,115.0,2.5,8970,12.054819430660869,Recent
60,63.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,698.0,698.0,GasA,Y,SBrkr,698,1048,0,1.0,0.0,2,1,3,1,6,Typ,1,Gd,BuiltIn,2007.0,Unf,3.0,350.0,TA,Y,0,34,0,0,0,0,None,None,None,0,6,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,0.5042762134969359,-0.05317162504804137,113.65635738831615,3.5,10476,12.198267262630514,Recent
20,88.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,GLQ,918.0,Unf,0.0,408.0,1326.0,GasA,Y,SBrkr,1326,0,0,1.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,2005.0,Fin,2.0,388.0,TA,Y,120,23,0,0,0,0,None,None,Shed,2000,6,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,3,4,4,5,3,-0.3478144716076381,0.26249067259300496,153.0920060331825,3.0,7956,12.220966184120165,Recent
60,65.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Y,SBrkr,728,728,0,0.0,0.0,2,1,3,1,8,Typ,1,Gd,Attchd,2007.0,Fin,2.0,400.0,TA,Y,100,24,0,0,0,0,None,None,None,0,7,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.08407211669431759,-0.14341524934349129,123.31043956043956,2.5,10192,12.09815887308463,Recent
20,73.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,1302.0,1302.0,GasA,Y,SBrkr,1302,0,0,0.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,2007.0,Fin,2.0,436.0,TA,Y,0,22,0,0,0,0,None,None,None,0,8,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.39650536789932805,-0.14658837256063087,135.54915514592935,2.0,9114,12.080996832096167,Recent
20,73.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,GLQ,24.0,Unf,0.0,1316.0,1340.0,GasA,Y,SBrkr,1340,0,0,0.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,2007.0,Fin,2.0,396.0,TA,Y,100,30,0,0,0,0,None,None,None,0,8,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.31941144877081895,-0.15851931585707574,135.17462686567166,2.0,9380,12.106997888588934,Recent
60,73.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,616.0,616.0,GasA,Y,SBrkr,616,796,0,0.0,0.0,2,1,3,1,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,432.0,TA,Y,0,36,0,0,0,0,None,None,None,0,3,2007,New,False,False,False,False,True,False,False,False,False,False,True,3,4,4,5,3,-0.17333875989574915,-0.20928928733130917,111.14164305949008,2.5,8472,11.963574241653713,Recent
60,72.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,22.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,752.0,752.0,GasA,Y,SBrkr,752,752,0,0.0,0.0,2,1,3,1,6,Typ,0,None,Attchd,2007.0,Fin,2.0,440.0,TA,Y,100,32,0,0,0,0,None,None,None,0,12,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,0.0133096758890623,-0.24355901807641672,110.37234042553192,2.5,9024,12.019749091416921,Recent
60,64.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,16.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Y,SBrkr,728,728,0,0.0,0.0,2,1,3,1,7,Typ,0,None,Attchd,2007.0,Fin,2.0,400.0,TA,Y,100,24,0,0,0,0,None,None,None,0,7,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.08407211669431759,-0.30905228127817785,121.9739010989011,2.5,10192,12.087260955990747,Recent
20,64.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,1246.0,1246.0,GasA,Y,SBrkr,1258,0,0,0.0,0.0,2,0,3,1,6,Typ,0,None,Attchd,2007.0,RFn,2.0,462.0,TA,Y,0,0,0,0,0,0,None,None,None,0,8,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.4857720111007596,-0.3110830801371472,137.91732909379968,2.0,8806,12.063938642041201,Recent
120,53.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,BrkFace,72.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Y,SBrkr,1258,0,0,0.0,0.0,2,0,2,1,6,Typ,1,Gd,Attchd,2007.0,Fin,3.0,648.0,TA,Y,144,16,0,0,0,0,None,None,None,0,6,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,5,5,3,-0.4857720111007596,-0.7902246859252252,137.12241653418124,2.0,8806,12.058158312538197,Recent
120,53.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Y,SBrkr,1402,0,0,0.0,2.0,0,2,2,1,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,Y,120,16,0,0,0,0,None,None,None,0,2,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,5,5,3,-0.19362663335061994,-0.7902246859252252,138.51711840228245,2.0,9814,12.176654133447505,Recent
120,43.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,72.0,TA,PConc,TA,Gd,GLQ,1084.0,Unf,0.0,322.0,1406.0,GasA,Y,SBrkr,1589,0,0,1.0,0.0,2,0,2,1,7,Typ,1,TA,Attchd,2003.0,Fin,3.0,630.0,TA,Y,143,20,0,0,0,0,None,None,None,0,11,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,0.18575660025546417,-0.8284290894595858,142.54247954688483,3.0,12712,12.330504638906516,Recent
20,53.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,1266.0,1266.0,GasA,Y,SBrkr,1266,0,0,0.0,0.0,2,0,2,1,6,Typ,1,Gd,Attchd,2007.0,Fin,2.0,388.0,TA,Y,100,16,0,0,0,0,None,None,None,0,8,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,-0.469541712336863,-0.8171327708065689,146.5126382306477,2.0,8862,12.130734686483382,Recent
20,182.0,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,GLQ,1300.0,Unf,0.0,230.0,1530.0,GasA,Y,SBrkr,1530,0,0,1.0,0.0,2,0,3,1,7,Typ,1,Gd,Attchd,2004.0,Fin,3.0,630.0,TA,Y,144,36,0,0,0,0,None,None,None,0,11,2007,WD ,False,False,False,False,True,False,False,False,True,False,False,4,4,4,5,3,0.0660581468717264,0.5615258045762399,169.281045751634,3.0,10710,12.464587201678082,Recent
80,65.0,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Gd,GLQ,779.0,Unf,0.0,56.0,835.0,GasA,Y,SBrkr,1119,0,0,1.0,0.0,2,0,2,1,5,Typ,0,None,Attchd,2004.0,Fin,2.0,437.0,TA,Y,100,24,0,0,0,0,None,None,None,0,4,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,-0.7677734521234638,0.770571162121396,168.45397676496873,3.0,7833,12.146858590895919,Recent
80,87.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,192.0,Unf,0.0,192.0,384.0,GasA,Y,SBrkr,744,630,0,1.0,0.0,2,1,3,1,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,400.0,TA,Y,100,0,0,0,0,0,None,None,None,0,6,2007,WD ,False,False,False,False,True,False,False,False,True,False,False,4,4,4,5,3,-0.2504326790242582,0.11881165332092437,127.36535662299855,3.5,9618,12.07254696717504,Recent
60,59.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Y,SBrkr,847,1112,0,0.0,0.0,2,1,4,1,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,434.0,TA,Y,100,48,0,0,0,0,None,None,None,0,7,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,0.9364079180856841,0.20918220254505987,109.74987238386932,2.5,13713,12.278397958261774,Recent
20,59.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,Av,Unf,0.0,Unf,0.0,1510.0,1510.0,GasA,Y,SBrkr,1525,0,0,0.0,0.0,2,1,3,1,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,534.0,TA,Y,100,18,0,0,0,0,None,None,None,0,4,2007,New,False,False,False,False,True,False,False,False,False,False,True,4,4,4,5,3,0.055914210144291,0.100026763875458,135.46229508196723,2.5,10675,12.238447866288572,Recent
60,62.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Y,SBrkr,840,880,0,0.0,0.0,2,1,3,1,7,Typ,1,Gd,Attchd,2004.0,Fin,2.0,440.0,TA,Y,100,48,0,0,0,0,None,None,None,0,5,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,0.4515277425142718,-0.24165514414613298,106.68604651162791,2.5,12040,12.119975396053194,Recent
80,64.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Y,SBrkr,754,640,0,0.0,0.0,2,1,3,1,7,Typ,1,TA,BuiltIn,2003.0,Fin,2.0,400.0,TA,Y,100,0,0,0,0,0,None,None,None,0,10,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,-0.20985693211451661,0.22872864156263975,118.72309899569584,2.5,9758,12.016732516077072,Recent
60,63.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,847.0,847.0,GasA,Y,SBrkr,847,1101,0,0.0,0.0,2,1,4,1,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,434.0,TA,Y,0,48,0,0,0,0,None,None,None,0,7,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,0.9140912572853263,-0.2884904428311133,108.31622176591375,2.5,13636,12.259618151783465,Recent
60,64.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,Y,SBrkr,948,742,0,0.0,0.0,2,1,3,1,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,463.0,TA,Y,100,48,0,0,0,0,None,None,None,0,11,2007,WD ,False,False,False,False,True,False,False,False,False,False,False,3,3,4,5,3,0.39066412214965934,-0.2646285562382236,107.10059171597634,2.5,10140,12.10625783509458,Modern
60,64.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,574.0,Unf,0.0,280.0,854.0,GasA,Y,SBrkr,864,1131,0,0.0,0.0,2,1,4,1,8,Typ,1,Gd,BuiltIn,2002.0,Fin,2.0,435.0,TA,Y,264,48,0,0,0,0,None,None,None,0,7,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,1.009444262523219,-0.1787003795180835,110.02506265664161,2.5,13965,12.299112067295642,Recent
60,62.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,Y,SBrkr,953,694,0,0.0,0.0,2,1,3,1,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,460.0,TA,Y,0,40,0,0,0,0,None,None,None,0,8,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,5,3,0.3034262662937149,-0.2831595958263188,106.25379477838494,2.5,9882,12.07254696717504,Modern
80,76.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,8,Typ,1,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,Y,100,0,0,0,0,0,None,None,None,0,12,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,5,3,-0.1368205876769817,-0.02296349202087248,118.88111888111888,2.5,10010,12.04355959836804,Modern
60,64.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Y,SBrkr,660,660,0,0.0,0.0,2,1,3,1,6,Typ,0,None,Attchd,2003.0,Fin,2.0,400.0,TA,Y,0,48,0,0,0,0,None,None,None,0,8,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,-0.3599871956805606,-0.3043560589168113,122.72727272727273,2.5,9240,11.995357787034976,Recent
60,58.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,520.0,Unf,0.0,395.0,915.0,GasA,Y,SBrkr,940,750,0,1.0,0.0,2,1,3,1,7,Typ,1,TA,Attchd,2000.0,RFn,2.0,442.0,TA,Y,0,50,0,0,0,0,None,None,None,0,6,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,5,3,0.39066412214965934,-0.08388745778995259,110.6508875739645,3.5,10140,12.138869243416009,Modern
60,59.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,941.0,941.0,GasA,Y,SBrkr,961,683,0,0.0,0.0,2,1,3,1,7,Typ,1,TA,Attchd,1999.0,RFn,2.0,460.0,TA,Y,460,42,0,0,0,0,None,None,None,0,5,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,3,3,4,5,3,0.29733990425725365,-0.06332561934288805,112.53041362530413,2.5,9864,12.128116509451258,Modern
60,160.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,TA,PConc,TA,Av,GLQ,2096.0,Unf,0.0,300.0,2396.0,GasA,Y,SBrkr,2411,2065,0,1.0,0.0,3,1,4,1,10,Typ,2,TA,Attchd,1996.0,Fin,3.0,813.0,TA,Y,171,78,0,0,0,555,Ex,MnPrv,None,0,7,2007,WD ,False,False,False,False,True,False,False,False,False,False,False,4,5,5,5,3,4.251446440611574,0.6949239046247881,127.0989062065127,4.5,35930,13.031710549280998,Modern
60,100.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,515.0,TA,PConc,TA,Av,GLQ,1181.0,Unf,0.0,598.0,1779.0,GasA,Y,SBrkr,1779,772,0,1.0,0.0,2,1,4,1,8,Typ,2,TA,Attchd,1998.0,Fin,3.0,925.0,TA,Y,76,61,0,0,0,0,None,None,None,0,6,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,2.137450026614036,0.2593175493758654,150.7252058016464,3.5,20408,12.859701668704687,Modern
60,89.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,TA,PConc,TA,No,Unf,0.0,Unf,0.0,969.0,969.0,GasA,Y,SBrkr,997,1288,0,0.0,0.0,2,1,4,1,8,Typ,1,TA,BuiltIn,2000.0,Fin,3.0,648.0,TA,Y,0,56,0,0,0,0,None,None,None,0,6,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,1.5977925927144725,0.10814995931133535,108.53391684901531,2.5,18280,12.421188057397055,Modern
20,89.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,TA,PConc,TA,Gd,GLQ,1282.0,Unf,0.0,1351.0,2633.0,GasA,Y,SBrkr,2633,0,0,1.0,0.0,2,1,2,1,8,Typ,2,Gd,Attchd,2001.0,RFn,3.0,804.0,TA,Y,314,140,0,0,0,0,None,None,None,0,3,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,5,5,5,5,3,2.3038105889439766,0.15891993078556876,173.4395632358527,3.5,26330,13.031710549280998,Recent
60,89.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,422.0,TA,PConc,TA,Gd,GLQ,672.0,Unf,0.0,736.0,1408.0,GasA,Y,SBrkr,1671,1407,0,1.0,0.0,2,1,4,1,9,Typ,1,TA,Attchd,1998.0,Fin,3.0,806.0,TA,Y,108,87,0,0,0,0,None,None,None,0,7,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,5,5,3,3.2066209576857276,0.051922215903621824,133.2033788174139,3.5,27702,12.923914877701906,Modern
60,74.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,PConc,TA,No,GLQ,1048.0,Unf,0.0,341.0,1389.0,GasA,Y,SBrkr,1411,1171,0,1.0,0.0,2,1,4,1,9,Typ,1,TA,Attchd,1998.0,Fin,3.0,758.0,TA,Y,286,60,0,0,0,0,None,None,None,0,1,2007,WD ,False,False,False,False,True,False,False,False,False,True,False,4,4,4,5,3,2.2003424343241353,0.10840380916870651,124.90317583268784,3.5,20656,12.683861515988351,Modern
